trading_name,business_address,industry_desc,seating_type,num_seats,longitude,latitude,clue_area,seating_category,has_outdoor,census_year
Masala Grill,"Ground , 485 Flinders Lane MELBOURNE 3000",Cafes and Restaurants,Seats - Indoor,120,144.95810006565,-37.81936815835749,Melbourne (CBD),Large (100+ seats),FALSE,2018
Club Sandwich on Collins,"Part Ground , 459 Collins Street MELBOURNE 3000",Cafes and Restaurants,Seats - Indoor,64,144.9589233809,-37.818170876796984,Melbourne (CBD),Medium (30-99 seats),FALSE,2018
Nick's Spaghetti Bar,556-558 Lonsdale Street MELBOURNE 3000,Cafes and Restaurants,Seats - Indoor,100,144.9557716709,-37.81386807790373,Melbourne (CBD),Large (100+ seats),FALSE,2018
Cafe Stax,16 Little La Trobe Street MELBOURNE 3000,Cafes and Restaurants,Seats - Indoor,70,144.9629562139628,-37.809091173922,Melbourne (CBD),Medium (30-99 seats),FALSE,2016
Mr Burger,Rear 93 Therry Street MELBOURNE 3000,Cafes and Restaurants,Seats - Indoor,44,144.95900927180088,-37.80771367756075,Melbourne (CBD),Medium (30-99 seats),FALSE,2016
Kim Sing Chinese Restaurant,"Shop 10,  Flinders Street MELBOURNE 3000",Cafes and Restaurants,Seats - Indoor,74,144.96655159124998,-37.81724823055968,Melbourne (CBD),Medium (30-99 seats),FALSE,2017
San Paolo Solarino,7 Little Collins Street MELBOURNE 3000,Cafes and Restaurants,Seats - Outdoor,22,144.96536944915,-37.814903034004416,Melbourne (CBD),Small (< 30 seats),TRUE,2017
T-Roy Browns,"Vault 4, 369 Flinders Street MELBOURNE 3000",Cafes and Restaurants,Seats - Outdoor,20,144.9622978015492,-37.81951074765,Melbourne (CBD),Small (< 30 seats),TRUE,2017
Villanove Coffee,104 Ireland Street WEST MELBOURNE 3003,Cafes and Restaurants,Seats - Indoor,13,144.94308598880002,-37.806409978085895,West Melbourne (Residential),Small (< 30 seats),FALSE,2017
Cafe Metsa,"Ground , 345 Victoria Street WEST MELBOURNE 3003",Cafes and Restaurants,Seats - Indoor,32,144.94996132195,-37.805462861815215,West Melbourne (Residential),Medium (30-99 seats),FALSE,2017
Long Macc on Queens,Part Ground 43-51 Queen Street MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Indoor,24,144.96161430864498,-37.8177382696,Melbourne (CBD),Small (< 30 seats),FALSE,2020
Feast @ 520,"Shop 1, 520 Collins Street MELBOURNE VIC 3000",Cafes and Restaurants,Seats - Indoor,42,144.95726308475002,-37.8178115102102,Melbourne (CBD),Medium (30-99 seats),FALSE,2020
Kaneda Japanese Restaurant,"Shop 6, 194-200 Bourke Street MELBOURNE VIC 3000",Cafes and Restaurants,Seats - Indoor,27,144.9672689638,-37.812419039991525,Melbourne (CBD),Small (< 30 seats),FALSE,2023
Gingerboy,27-29 Crossley Street MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Indoor,100,144.97093178592598,-37.81125195675,Melbourne (CBD),Large (100+ seats),FALSE,2023
Arlechin,"Tenancy 3-4, Ground 168 Exhibition Street MELBOURNE VIC 3000",Cafes and Restaurants,Seats - Outdoor,10,144.97073387008544,-37.8115160536,Melbourne (CBD),Small (< 30 seats),TRUE,2023
Bamboo House,"Shop 1, 47-55 Little Bourke Street MELBOURNE VIC 3000",Cafes and Restaurants,Seats - Indoor,120,144.9711096464,-37.81102403390212,Melbourne (CBD),Large (100+ seats),FALSE,2023
Delhi Rocks,Gnd & Flr1 205 King Street MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Indoor,125,144.9549686385438,-37.8153887167,Melbourne (CBD),Large (100+ seats),FALSE,2023
Lim Kopi,"Shop 1-2, Ground 542-546 Little Bourke Street MELBOURNE VIC 3000",Cafes and Restaurants,Seats - Outdoor,12,144.95639987149858,-37.814798348249994,Melbourne (CBD),Small (< 30 seats),TRUE,2023
Amigos Hardware Lane,Lower & Upper Ground 75-77 Hardware Lane MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Outdoor,44,144.96086666945575,-37.8131433917,Melbourne (CBD),Medium (30-99 seats),TRUE,2023
Grill Steak Seafood,Ground 66 Hardware Lane MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Outdoor,60,144.96116909357312,-37.81318179835,Melbourne (CBD),Medium (30-99 seats),TRUE,2023
Whitehart,Rear 359 Lonsdale Street MELBOURNE VIC 3000,"Pubs, Taverns and Bars",Seats - Indoor,32,144.96187567925,-37.81275160036885,Melbourne (CBD),Medium (30-99 seats),FALSE,2023
Royal Stacks,Shop LG10 287 Lonsdale Street MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Indoor,75,144.96392893701363,-37.81247035035,Melbourne (CBD),Medium (30-99 seats),FALSE,2023
Heyday Hong Kong Cafe,16 Celestial Avenue MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Indoor,16,144.9663715660603,-37.8118106014,Melbourne (CBD),Small (< 30 seats),FALSE,2023
House of Correction,Level 4 264 Swanston Street MELBOURNE VIC 3000,"Pubs, Taverns and Bars",Seats - Indoor,50,144.96514740335823,-37.81181061845,Melbourne (CBD),Medium (30-99 seats),FALSE,2023
Yang's Dumplings,Ground 229 Exhibition Street MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Indoor,49,144.96952292792585,-37.810583946600005,Melbourne (CBD),Medium (30-99 seats),FALSE,2023
Bomba Tapas Bar and Rooftop,Ground & Rooftop 103 Lonsdale Street MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Indoor,118,144.96925328869995,-37.81049413885108,Melbourne (CBD),Large (100+ seats),FALSE,2023
Crystal Jade Restaurant,"Tenancy 6, 154 Little Bourke Street MELBOURNE VIC 3000",Cafes and Restaurants,Seats - Indoor,120,144.96787922891968,-37.811586179200006,Melbourne (CBD),Large (100+ seats),FALSE,2023
The Firm Espresso Bar,Ground 460 Lonsdale Street MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Indoor,48,144.95835075315,-37.8130565380355,Melbourne (CBD),Medium (30-99 seats),FALSE,2023
Earl Canteen,69 QV Urban Market MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Indoor,46,144.965725053002,-37.81067861705,Melbourne (CBD),Medium (30-99 seats),FALSE,2023
FOUNDRY LANE,"Tenancy 1, Ground 150 Lonsdale Street MELBOURNE VIC 3000",Cafes and Restaurants,Seats - Indoor,20,144.9675732619,-37.81012779010194,Melbourne (CBD),Small (< 30 seats),FALSE,2023
Bros Sushi,Shop 2A & 2B 242 Exhibition Street MELBOURNE VIC 3000,Takeaway Food Services,Seats - Indoor,12,144.9699756013,-37.809415028369145,Melbourne (CBD),Small (< 30 seats),FALSE,2023
All 4 U Cafe & Bar,536 Little Lonsdale Street MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Indoor,40,144.95324276176925,-37.8135989884,Melbourne (CBD),Medium (30-99 seats),FALSE,2023
Foglia Di Fico,Restaurant 585 La Trobe Street MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Indoor,50,144.9518789379,-37.81337048723074,Melbourne (CBD),Medium (30-99 seats),FALSE,2023
The Workers Food Room,472 Little Lonsdale Street MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Indoor,38,144.95550362775,-37.81299023959086,Melbourne (CBD),Medium (30-99 seats),FALSE,2023
The Meeting Place,"Gnd, Bmt & Level 2 315-321 Elizabeth Street MELBOURNE VIC 3000","Pubs, Taverns and Bars",Seats - Indoor,20,144.9614594138,-37.81122099959329,Melbourne (CBD),Small (< 30 seats),FALSE,2023
Scoopy Milk Bar,Ground 33 Guildford Lane MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Indoor,60,144.9598616858,-37.81146051927614,Melbourne (CBD),Medium (30-99 seats),FALSE,2023
Cat Cafe Melbourne,30 Guildford Lane MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Indoor,24,144.9598678534,-37.81123287795586,Melbourne (CBD),Small (< 30 seats),FALSE,2023
Old Man Pho,"Tenancy 83, Ground 360 Elizabeth Street MELBOURNE VIC 3000",Cafes and Restaurants,Seats - Indoor,18,144.96206845195002,-37.810874128364034,Melbourne (CBD),Small (< 30 seats),FALSE,2023
Capricho Melbourne Central,"Shop 309, Level 3 300 Lonsdale Street MELBOURNE VIC 3000",Cafes and Restaurants,Seats - Indoor,56,144.96283887063584,-37.8109017475,Melbourne (CBD),Medium (30-99 seats),FALSE,2023
Melba Social,524 Macaulay Road KENSINGTON VIC 3031,Cafes and Restaurants,Seats - Indoor,80,144.92863315165,-37.794041844535414,Kensington,Medium (30-99 seats),FALSE,2023
Eastside,"Shop 2, Ground 40 Exhibition Street MELBOURNE VIC 3000",Takeaway Food Services,Seats - Indoor,10,144.9722398763,-37.81514516123464,Melbourne (CBD),Small (< 30 seats),FALSE,2021
No 9 Pizzeria,562-564 Queensberry Street NORTH MELBOURNE VIC 3051,Cafes and Restaurants,Seats - Indoor,30,144.94871248665,-37.802718662022784,North Melbourne,Medium (30-99 seats),FALSE,2022
Big Harvest,151 Elgin Street CARLTON 3053,Takeaway Food Services,Seats - Indoor,12,144.96966404255,-37.79771048348092,Carlton,Small (< 30 seats),FALSE,2013
Italy 1,27 George Parade MELBOURNE 3000,Cafes and Restaurants,Seats - Indoor,44,144.97006853745498,-37.81485832335,Melbourne (CBD),Medium (30-99 seats),FALSE,2012
Crown Metropol,57-91 Clarendon Street SOUTHBANK 3006,Accommodation,Seats - Indoor,60,144.9577459103,-37.825760061488985,Southbank,Medium (30-99 seats),FALSE,2012
The Corkman Irish Pub,154-160 Leicester Street CARLTON 3053,"Pubs, Taverns and Bars",Seats - Indoor,150,144.96091576925534,-37.8024323021,Carlton,Large (100+ seats),FALSE,2017
Il Cantuccio Restaurant,209 Lygon Street CARLTON 3053,Cafes and Restaurants,Seats - Outdoor,20,144.9666012339377,-37.80041990155,Carlton,Small (< 30 seats),TRUE,2019
Westwood Coffee & Wine,313 Victoria Street WEST MELBOURNE 3003,"Pubs, Taverns and Bars",Seats - Indoor,40,144.95109256005,-37.80556536116882,West Melbourne (Residential),Medium (30-99 seats),FALSE,2019
Pizza Max,501 Spencer Street WEST MELBOURNE 3003,Takeaway Food Services,Seats - Outdoor,6,144.94866730175517,-37.80895236925,West Melbourne (Residential),Small (< 30 seats),TRUE,2019
Mint & Co Restaurant & Lounge,56-62 University Street CARLTON VIC 3053,Cafes and Restaurants,Seats - Indoor,250,144.96783734195,-37.79926893394804,Carlton,Large (100+ seats),FALSE,2022
Common Ground Coffee,Ground 225-229 Victoria Street WEST MELBOURNE VIC 3003,Cafes and Restaurants,Seats - Indoor,30,144.95394746940002,-37.80588222572008,West Melbourne (Residential),Medium (30-99 seats),FALSE,2022
Garam Masala,Part Ground 470 Spencer Street WEST MELBOURNE VIC 3003,Cafes and Restaurants,Seats - Indoor,48,144.94975136220006,-37.80931286515,West Melbourne (Residential),Medium (30-99 seats),FALSE,2022
Anchor Eatery,196 River Esplanade DOCKLANDS VIC 3008,Takeaway Food Services,Seats - Outdoor,7,144.9359189686012,-37.822384452449995,Docklands,Small (< 30 seats),TRUE,2022
Bonbons Bakery Flinders Street,"Shop 2, Ground , 248 Flinders Street MELBOURNE 3000",Other Specialised Food Retailing,Seats - Indoor,16,144.96617182745,-37.817501106409715,Melbourne (CBD),Small (< 30 seats),FALSE,2017
Middle Fish,122-128 Berkeley Street CARLTON 3053,Cafes and Restaurants,Seats - Indoor,60,144.95900008501678,-37.80257633275,Carlton,Medium (30-99 seats),FALSE,2017
By Korea,"Shop 1, Ground , 212-222 La Trobe Street MELBOURNE 3000",Cafes and Restaurants,Seats - Indoor,44,144.96287638234412,-37.8096289524,Melbourne (CBD),Medium (30-99 seats),FALSE,2018
Paris End Cafe,"Shop 2, Ground , 20 Collins Street MELBOURNE 3000",Cafes and Restaurants,Seats - Outdoor,18,144.9728921537,-37.81330491860781,Melbourne (CBD),Small (< 30 seats),TRUE,2018
Society Cafe,23-29 Bourke Street MELBOURNE 3000,Cafes and Restaurants,Seats - Indoor,90,144.97239315874998,-37.81181634348786,Melbourne (CBD),Medium (30-99 seats),FALSE,2018
Tejas Modern Indian,"Basement , 20-22 McKillop Street MELBOURNE 3000",Cafes and Restaurants,Seats - Outdoor,10,144.96181858915,-37.81514582073576,Melbourne (CBD),Small (< 30 seats),TRUE,2019
The Leveson,46-50 Leveson Street NORTH MELBOURNE 3051,"Pubs, Taverns and Bars",Seats - Outdoor,10,144.95145912256226,-37.80370018715,North Melbourne,Small (< 30 seats),TRUE,2019
KFC,Part 1 West Gate Freeway FISHERMANS BEND 3207,Takeaway Food Services,Seats - Outdoor,20,144.91938172452012,-37.8290096592,Port Melbourne,Small (< 30 seats),TRUE,2014
McDonalds,"Unit 3, Basement , 341-357 Bourke Street MELBOURNE 3000",Cafes and Restaurants,Seats - Indoor,62,144.96366205556774,-37.8144333236,Melbourne (CBD),Medium (30-99 seats),FALSE,2015
Westpac,215 Lygon Street CARLTON 3053,Banking,Seats - Outdoor,48,144.96670083814325,-37.8002805607,Carlton,Medium (30-99 seats),TRUE,2013
JJ's Connoisseurs,"Ground , 38 Lonsdale Street MELBOURNE 3000",Cafes and Restaurants,Seats - Indoor,60,144.971074722117,-37.80914252179053,Melbourne (CBD),Medium (30-99 seats),FALSE,2002
Collins Street Croissant Cafe,"Part Ground , 379 Collins Street MELBOURNE 3000",Cafes and Restaurants,Seats - Indoor,140,144.96200104500002,-37.81716273583061,Melbourne (CBD),Large (100+ seats),FALSE,2011
Cafe Blu,"Tenancy 9, Ground , 181-185 William Street MELBOURNE 3000",Cafes and Restaurants,Seats - Indoor,12,144.95761497465,-37.815255543818864,Melbourne (CBD),Small (< 30 seats),FALSE,2012
D'Urso Caffe Con Gusto,"Tenancy 10, Ground , 181-185 William Street MELBOURNE 3000",Takeaway Food Services,Seats - Indoor,10,144.95761497465,-37.815255543818864,Melbourne (CBD),Small (< 30 seats),FALSE,2012
Nectar Lounge,"Basement , 228-232 Flinders Lane MELBOURNE 3000","Pubs, Taverns and Bars",Seats - Indoor,80,144.96639383015,-37.816405442735785,Melbourne (CBD),Medium (30-99 seats),FALSE,2008
Elizabeth Tower Hotel,786-798 Elizabeth Street MELBOURNE 3000,Accommodation,Seats - Indoor,80,144.9580742303332,-37.80006104165,Carlton,Medium (30-99 seats),FALSE,2008
Shuji Sushi,"Shop 2, Ground 50 Queen Street MELBOURNE VIC 3000",Cafes and Restaurants,Seats - Indoor,49,144.96218857225,-37.81758582722897,Melbourne (CBD),Medium (30-99 seats),FALSE,2021
Kinfolk Cafe,Part Ground 673 Bourke Street MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Indoor,36,144.9541002451,-37.8172183934914,Melbourne (CBD),Medium (30-99 seats),FALSE,2021
Causeway Inn On The Mall,Floor 2-8 327-329 Bourke Street MELBOURNE VIC 3000,Accommodation,Seats - Indoor,56,144.96415959375,-37.81431748544091,Melbourne (CBD),Medium (30-99 seats),FALSE,2021
Delhi Rocks,"Shop 2, Ground 212 King Street MELBOURNE VIC 3000",Cafes and Restaurants,Seats - Indoor,75,144.9553890446,-37.81500761247713,Melbourne (CBD),Medium (30-99 seats),FALSE,2021
Easy Pot,303-305 Elizabeth Street MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Indoor,94,144.96159898430187,-37.811551296450006,Melbourne (CBD),Medium (30-99 seats),FALSE,2021
Central Club Hotel,Central Club Hotel 240-248 Victoria Street NORTH MELBOURNE VIC 3051,"Pubs, Taverns and Bars",Seats - Outdoor,12,144.95812262449067,-37.80591122785,North Melbourne,Small (< 30 seats),TRUE,2021
Magic Hand Car Wash West Melbourne,438-452 Spencer Street WEST MELBOURNE VIC 3003,"Automotive Body, Paint and Interior Repair",Seats - Outdoor,16,144.95010576605,-37.8097294265491,West Melbourne (Residential),Small (< 30 seats),TRUE,2021
Cafe Lansdowne,Ground 23 Lansdowne Street EAST MELBOURNE VIC 3002,Cafes and Restaurants,Seats - Indoor,30,144.9781207763674,-37.809044500400006,East Melbourne,Medium (30-99 seats),FALSE,2021
Green Light Diner @ Clocks,"Part Shop 17, Flinders Street Station Concourse MELBOURNE VIC 3000",Cafes and Restaurants,Seats - Indoor,78,144.96577579893395,-37.8186817777,Melbourne (CBD),Medium (30-99 seats),FALSE,2023
Riverland Bar,"Vault 1-12 & 13A-13B, 1-13B Princes Walk MELBOURNE VIC 3000","Pubs, Taverns and Bars",Seats - Outdoor,285,144.96865384918814,-37.81867874765,Melbourne (CBD),Large (100+ seats),TRUE,2023
Mama's Canteen,"Tenancy 26, Yarra Building Federation Square 2 Swanston Street MELBOURNE VIC 3000",Cafes and Restaurants,Seats - Indoor,75,144.96994164279243,-37.817777826050005,Melbourne (CBD),Medium (30-99 seats),FALSE,2023
Hyatt Centric Melbourne,9-27 Downie Street MELBOURNE VIC 3000,Accommodation,Seats - Indoor,94,144.95552139659998,-37.820248546849186,Melbourne (CBD),Medium (30-99 seats),FALSE,2023
Sergy Girl,Part Ground 15-33 William Street MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Indoor,22,144.9591980656,-37.81929390624698,Melbourne (CBD),Small (< 30 seats),FALSE,2023
Sushi Hub Elizabeth Street,Part 26 Elizabeth Street MELBOURNE VIC 3000,Takeaway Food Services,Seats - Indoor,6,144.96508581705,-37.817659955044626,Melbourne (CBD),Small (< 30 seats),FALSE,2023
Felt Restaurant,Part Ground 26 Flinders Street MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Indoor,40,144.9735897283,-37.81528521061472,Melbourne (CBD),Medium (30-99 seats),FALSE,2023
Benny's Bakery Cafe,"Tenancy 3, 567 Collins Street MELBOURNE VIC 3000",Cafes and Restaurants,Seats - Outdoor,6,144.95572468102446,-37.8190200855,Melbourne (CBD),Small (< 30 seats),TRUE,2023
Breadtop,Ground 55 Elizabeth Street MELBOURNE VIC 3000,Bakery Product Manufacturing (Non-factory based),Seats - Indoor,12,144.96412997115252,-37.8169723947,Melbourne (CBD),Small (< 30 seats),FALSE,2023
Cafe Vicolino,Shop 17 & 19 Centre Place MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Outdoor,24,144.96547439875002,-37.81664451891887,Melbourne (CBD),Small (< 30 seats),TRUE,2023
Cafe Issus,8-10 Centre Place MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Outdoor,12,144.96559654045,-37.81660289619204,Melbourne (CBD),Small (< 30 seats),TRUE,2023
Liminal Melbourne,Lobby 161 Collins Street MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Indoor,112,144.96876152725,-37.81545151804356,Melbourne (CBD),Large (100+ seats),FALSE,2023
Hazel Melbourne,Level 1 164 Flinders Lane MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Indoor,150,144.96876152725,-37.81545151804356,Melbourne (CBD),Large (100+ seats),FALSE,2023
Howitt House,Kiosk Lobby 1 Collins Street MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Indoor,30,144.97371404676704,-37.81372275735,Melbourne (CBD),Medium (30-99 seats),FALSE,2023
Cafe Eurasia,"Shop 1-3, 600 Collins Street MELBOURNE VIC 3000",Cafes and Restaurants,Seats - Indoor,36,144.95494362628986,-37.81850408955,Melbourne (CBD),Medium (30-99 seats),FALSE,2023
Curry Vault,18 Bank Place MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Indoor,60,144.96052281087566,-37.81642901245,Melbourne (CBD),Medium (30-99 seats),FALSE,2023
Espresso Lounge On Collins,Part Ground 350 Collins Street MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Indoor,50,144.96268877625,-37.81601648208985,Melbourne (CBD),Medium (30-99 seats),FALSE,2023
Decennium Australia,12 Equitable Place MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Indoor,35,144.96349601874448,-37.81591920735,Melbourne (CBD),Medium (30-99 seats),FALSE,2023
Industry Beans Lt Collins,345 Little Collins Street MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Indoor,8,144.96330054055,-37.815577516659154,Melbourne (CBD),Small (< 30 seats),FALSE,2023
Caffe e Torta Espresso Bar,Kiosk 2-KG01 Ground 260 Collins Street MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Indoor,12,144.96489058625,-37.81538053384988,Melbourne (CBD),Small (< 30 seats),FALSE,2023
Little Collins Melbourne,41-43 Block Place MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Indoor,70,144.96422535875,-37.8152895302557,Melbourne (CBD),Medium (30-99 seats),FALSE,2023
Delhi Rocks,Mezz & Level 1-3 123 Swanston Street MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Indoor,100,144.96588625732323,-37.81482929495,Melbourne (CBD),Large (100+ seats),FALSE,2023
St Ali Canteen,Part Ground 30 Collins Street MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Indoor,28,144.97246995425002,-37.81346738690684,Melbourne (CBD),Small (< 30 seats),FALSE,2023
Saravanaa Bhavan Melbourne,Ground 1 131 King Street MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Indoor,96,144.9555048584872,-37.8170831234,Melbourne (CBD),Medium (30-99 seats),FALSE,2023
Axil Coffee Roasters,Rear Ground 565 Bourke Street MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Indoor,75,144.9570178258,-37.81647455953859,Melbourne (CBD),Medium (30-99 seats),FALSE,2023
Five Points Cafe,"Shop 1, 540 Little Collins Street MELBOURNE VIC 3000",Cafes and Restaurants,Seats - Outdoor,12,144.9567679862,-37.81696667597237,Melbourne (CBD),Small (< 30 seats),TRUE,2023
Cafe Felice,Part Ground 461 Bourke Street MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Indoor,14,144.9601728808,-37.81549193230968,Melbourne (CBD),Small (< 30 seats),FALSE,2023
Lanai Restaurant & Bar,Part Level 1 113 Queen Street MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Outdoor,40,144.96063602022025,-37.81581228435,Melbourne (CBD),Medium (30-99 seats),TRUE,2023
Bearded Brothers Espresso,342 Little Collins Street MELBOURNE VIC 3000,Takeaway Food Services,Seats - Indoor,6,144.96292154949998,-37.81492943947073,Melbourne (CBD),Small (< 30 seats),FALSE,2023
Shanghai Shifu Dumpling,Ground 173 King Street MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Indoor,30,144.95526093682946,-37.8160846478,Melbourne (CBD),Medium (30-99 seats),FALSE,2023
Es Teller 77,319-0 Lonsdale Street MELBOURNE 3000,Cafes and Restaurants,Seats - Indoor,70,144.96261287011987,-37.811578008760115,Melbourne (CBD),Medium (30-99 seats),FALSE,2006
Alice Nevins,"Shop 13,  Flinders Street MELBOURNE 3000",Cafes and Restaurants,Seats - Outdoor,8,144.96655159124998,-37.81724823055968,Melbourne (CBD),Small (< 30 seats),TRUE,2017
New Zealand Natural Ice Cream,241 Lygon Street CARLTON 3053,Takeaway Food Services,Seats - Outdoor,16,144.9667859038103,-37.799782682650005,Carlton,Small (< 30 seats),TRUE,2019
Dan O'Connell Hotel,223-227 Canning Street CARLTON 3053,"Pubs, Taverns and Bars",Seats - Indoor,75,144.97338802913018,-37.793030424449995,Carlton,Medium (30-99 seats),FALSE,2019
Toasta & Co,181 Adderley Street WEST MELBOURNE 3003,Cafes and Restaurants,Seats - Outdoor,28,144.94606851556006,-37.80936172175,West Melbourne (Residential),Small (< 30 seats),TRUE,2019
Melbourne Martial Arts Academy,"Vault 9, 379-381 Flinders Street MELBOURNE 3000",Sports and Physical Recreation Instruction,Seats - Indoor,11,144.9622978015492,-37.81951074765,Melbourne (CBD),Small (< 30 seats),FALSE,2017
Patricia,"Part Ground , 493-495 Little Bourke Street MELBOURNE 3000",Takeaway Food Services,Seats - Indoor,20,144.9582275913,-37.81468584734443,Melbourne (CBD),Small (< 30 seats),FALSE,2018
Taketori Fusion Japanese,"Shop 1, 225 King Street MELBOURNE 3000",Cafes and Restaurants,Seats - Indoor,60,144.9547477876,-37.81487914429161,Melbourne (CBD),Medium (30-99 seats),FALSE,2018
Bull And Bear Tavern,347 Flinders Lane MELBOURNE 3000,"Pubs, Taverns and Bars",Seats - Indoor,150,144.96303102085,-37.81782339018272,Melbourne (CBD),Large (100+ seats),FALSE,2017
KFC,"Ground , 27-29 Swanston Street MELBOURNE 3000",Cafes and Restaurants,Seats - Indoor,77,144.9667734084941,-37.8168879456,Melbourne (CBD),Medium (30-99 seats),FALSE,2017
Word,14-20 Goldie Place MELBOURNE 3000,"Pubs, Taverns and Bars",Seats - Indoor,72,144.96073157987536,-37.81328635195,Melbourne (CBD),Medium (30-99 seats),FALSE,2017
The Celtic Club Incorporated,320-322 Queen Street MELBOURNE 3000,Clubs (Hospitality),Seats - Indoor,300,144.95930193496764,-37.81120218475,Melbourne (CBD),Large (100+ seats),FALSE,2017
Spot On Motorcycles Pty Ltd,474-476 Elizabeth Street MELBOURNE 3000,Motor Cycle Retailing,Seats - Indoor,30,144.96056337663265,-37.80770990375,Melbourne (CBD),Medium (30-99 seats),FALSE,2014
Mag Nation Pty Ltd,88 Elizabeth Street MELBOURNE 3000,Newspaper and Book Retailing,Seats - Outdoor,12,144.9642396341115,-37.815846397849995,Melbourne (CBD),Small (< 30 seats),TRUE,2019
Marroo,396 Little Collins Street MELBOURNE 3000,Cafes and Restaurants,Seats - Indoor,74,144.96153089125,-37.81556336932484,Melbourne (CBD),Medium (30-99 seats),FALSE,2019
Cultured Salad,"Shop 30, 309-325 Bourke Street MELBOURNE 3000",Cafes and Restaurants,Seats - Indoor,84,144.96453155490002,-37.814457277541294,Melbourne (CBD),Medium (30-99 seats),FALSE,2019
@Siam Thai Restaurant,"Ground , 165 Bourke Street MELBOURNE 3000",Cafes and Restaurants,Seats - Indoor,75,144.96862924875,-37.812924043503685,Melbourne (CBD),Medium (30-99 seats),FALSE,2019
1 : 1 Architects Cafe  / 1 : 1 Architects,31 Niagara Lane MELBOURNE 3000,Architectural Services,Seats - Indoor,20,144.9612756145159,-37.81297002565,Melbourne (CBD),Small (< 30 seats),FALSE,2013
Shanghai Street / Momo Tea,64 La Trobe Street MELBOURNE 3000,Cafes and Restaurants,Seats - Indoor,40,144.9669434142,-37.80829650360967,Melbourne (CBD),Medium (30-99 seats),FALSE,2019
Brother Dough,"Shop 1, 204-208 Victoria Street CARLTON 3053",Cafes and Restaurants,Seats - Indoor,71,144.96065957331285,-37.80606214315,Carlton,Medium (30-99 seats),FALSE,2019
Queensberry Lunch Bar,682 Queensberry Street NORTH MELBOURNE 3051,Takeaway Food Services,Seats - Outdoor,8,144.94479469670227,-37.8023460323,North Melbourne,Small (< 30 seats),TRUE,2019
Zio's Ristorante,14 Lansdowne Street EAST MELBOURNE 3002,Cafes and Restaurants,Seats - Indoor,75,144.97869696371643,-37.80937987935,East Melbourne,Medium (30-99 seats),FALSE,2019
Albert St Deli,"Ground , 478-484 Albert Street EAST MELBOURNE 3002",Cafes and Restaurants,Seats - Indoor,53,144.97468003875002,-37.80907037272973,East Melbourne,Medium (30-99 seats),FALSE,2019
2Pocket Fairtrade,"Ground , 277-279 Little Lonsdale Street MELBOURNE 3000",Cafes and Restaurants,Seats - Indoor,40,144.96370433795,-37.810902882428195,Melbourne (CBD),Medium (30-99 seats),FALSE,2015
Cosentino,"Ground 0, 129-0 Lygon Street CARLTON 3053",Cafes and Restaurants,Seats - Indoor,48,144.96604403979154,-37.80403008585,Carlton,Medium (30-99 seats),FALSE,2015
Randos Snack Bar,"Shop 1, 542 Footscray Road WEST MELBOURNE 3003",Cafes and Restaurants,Seats - Indoor,17,144.9231950381693,-37.8065857028,West Melbourne (Industrial),Small (< 30 seats),FALSE,2015
Red Leaf Restaurant,"Ground , 2 Boundary Road NORTH MELBOURNE 3051",Cafes and Restaurants,Seats - Outdoor,11,144.93924762705612,-37.7953162503,North Melbourne,Small (< 30 seats),TRUE,2015
